"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","FirstEvent","kfold"
17,178,80,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",6
29,168,61,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",3
24,190,94,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",5
32,171,67,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",1
31,175,61,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",3
26,168,56,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",5
24,171,69,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",9
27,195,98,0,0,0,0,0,"Sailing","Men's Finn","#984EA3",17,"Men's Finn",2
23,194,81,0,0,0,1,1,"Swimming","Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 100m Freestyle",10
21,179,79,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
25,172,73,1,0,0,0,0,"Canoe Sprint","Women's Kayak Single (K1) 200m, Women's Kayak Double (K2) 500m","#A65628",15,"Women's Kayak Single (K1) 200m",1
21,182,70,0,0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",6
29,187,92,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",7
23,190,53,1,0,0,0,0,"Weightlifting","Women's 53kg","#FF7F00",18,"Women's 53kg",3
28,188,88,0,2,2,1,5,"Swimming","Men's 200m Freestyle, Men's 200m Backstroke, Men's 200m Individual Medley, Men's 400m Individual Medley, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",10
24,191,88,0,0,0,0,0,"Rowing","Men's Four","#4DAF4A",17,"Men's Four",8
32,177,77,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",1
23,173,70,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",8
27,188,79,1,1,0,0,1,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",5
24,188,84,1,1,0,0,1,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",4
34,190,81,0,0,0,0,0,"Badminton","Men's Doubles","#4DAF4A",15,"Men's Doubles",7
32,177,67,1,0,0,0,0,"Fencing","Women's Team Foil","#984EA3",16,"Women's Team Foil",6
19,159,62,1,0,0,0,0,"Cycling","Women's Team Pursuit","#E41A1C",16,"Women's Team Pursuit",6
22,180,68,1,0,0,0,0,"Athletics","Women's 400m, Women's 4 x 400m Relay","#377EB8",15,"Women's 400m",2
25,181,76,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",10
23,161,58,1,0,0,0,0,"Archery","Women's Individual","#E41A1C",15,"Women's Individual",4
27,188,85,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",7
22,161,58,0,0,0,0,0,"Diving","Men's 10m Platform, Men's Synchronised 3m Springboard","#377EB8",16,"Men's 10m Platform",2
25,177,106,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",5
27,180,69,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8",15,"Men's 5000m",7
22,188,88,0,0,0,0,0,"Cycling","Men's BMX","#E41A1C",16,"Men's BMX",3
21,172,69,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",4
21,156,56,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",2
24,170,57,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8",15,"Men's 5000m",7
42,190,87,0,0,0,0,0,"Sailing","Men's Star","#984EA3",17,"Men's Star",7
17,175,58,1,0,0,0,0,"Athletics","Women's 100m","#377EB8",15,"Women's 100m",2
24,183,74,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",9
20,170,70,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",6
30,188,85,0,0,0,0,0,"Tennis","Men's Singles, Men's Doubles","#E41A1C",18,"Men's Singles",4
23,167,56,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions","#FF7F00",17,"Men's 10m Air Rifle",7
27,178,74,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",9
22,174,62,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",3
33,170,60,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",4
30,175,71,0,0,0,0,0,"Tennis","Men's Doubles","#E41A1C",18,"Men's Doubles",2
24,181,70,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",5
19,185,79,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",6
28,154,47,1,0,0,0,0,"Athletics","Women's 5000m","#377EB8",15,"Women's 5000m",8
20,174,60,1,0,0,0,0,"Sailing","Women's RS-X","#984EA3",17,"Women's RS-X",2
28,175,132,0,0,0,0,0,"Weightlifting","Men's +105kg","#FF7F00",18,"Men's +105kg",3
32,191,87,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",5
24,170,63,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",7
23,168,66,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone","#FF7F00",17,"Men's 10m Air Rifle",8
38,170,64,1,0,0,0,0,"Archery","Women's Individual, Women's Team","#E41A1C",15,"Women's Individual",1
25,173,66,0,0,0,0,0,"Wrestling","Men's 66kg Greco-Roman","#FFFF33",18,"Men's 66kg Greco-Roman",1
36,191,92,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",8
26,177,70,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",7
22,187,79,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",7
26,201,92,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",3
22,165,50,1,0,0,0,0,"Athletics","Women's Pole Vault","#377EB8",15,"Women's Pole Vault",1
24,178,84,0,0,0,0,0,"Wrestling","Men's 84kg Freestyle","#FFFF33",18,"Men's 84kg Freestyle",4
36,168,53,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",5
23,186,75,0,0,0,0,0,"Swimming","Men's 200m Backstroke","#FFFF33",17,"Men's 200m Backstroke",10
26,163,61,1,0,0,0,0,"Diving","Women's 3m Springboard","#377EB8",16,"Women's 3m Springboard",6
20,190,94,0,0,0,1,1,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",5
24,194,93,0,0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 50m Freestyle",6
23,162,56,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",8
26,178,77,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",10
24,180,71,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",1
23,208,118,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",8
34,169,61,1,0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m","#A65628",15,"Women's Kayak Four (K4) 500m",3
27,173,70,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",3
27,188,95,0,0,0,0,0,"Sailing","Men's Star","#984EA3",17,"Men's Star",8
39,187,101,0,0,0,0,0,"Sailing","Men's Star","#984EA3",17,"Men's Star",6
24,177,70,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",4
30,185,80,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",1
28,175,60,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8",15,"Women's High Jump",6
22,171,58,1,0,0,0,0,"Swimming","Women's 200m Butterfly, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 200m Butterfly",1
27,178,77,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",8
19,170,75,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
22,175,76,0,0,1,0,1,"Weightlifting","Men's 77kg","#FF7F00",18,"Men's 77kg",4
23,171,68,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8",15,"Women's Javelin Throw",9
28,172,77,0,1,0,0,1,"Weightlifting","Men's 77kg","#FF7F00",18,"Men's 77kg",8
18,156,45,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",2
28,180,75,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C",18,"Men's Singles",5
23,175,62,1,0,1,0,1,"Swimming","Women's 100m Butterfly, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Butterfly",1
26,175,85,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00",18,"Men's 85kg",5
23,182,76,0,0,0,1,1,"Swimming","Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 100m Freestyle",6
20,178,65,1,0,0,0,0,"Athletics","Women's 4 x 100m Relay","#377EB8",15,"Women's 4 x 100m Relay",8
24,199,100,0,0,0,0,0,"Rowing","Men's Double Sculls","#4DAF4A",17,"Men's Double Sculls",1
21,170,68,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",4
28,175,58,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8",15,"Women's 100m Hurdles",9
27,180,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C",17,"Men's -81kg",10
28,161,56,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",1
31,178,72,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",9
20,175,65,1,0,0,0,0,"Swimming","Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 4x200m Freestyle Relay",7
27,191,104,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",8
24,182,68,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",9
33,153,51,1,0,0,0,0,"Shooting","Women's 10m Air Pistol","#FF7F00",17,"Women's 10m Air Pistol",4
26,181,70,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",1
33,183,72,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",7
23,177,65,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",9
43,164,62,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",6
36,176,75,0,0,0,0,0,"Shooting","Men's 50m Pistol, Men's 10m Air Pistol","#FF7F00",17,"Men's 50m Pistol",4
27,189,78,0,0,0,0,0,"Athletics","Men's Pole Vault","#377EB8",15,"Men's Pole Vault",8
33,157,62,1,0,0,0,0,"Table Tennis","Women's Singles","#A65628",17,"Women's Singles",9
22,183,76,0,0,0,0,0,"Athletics","Men's 100m","#377EB8",15,"Men's 100m",10
29,172,70,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",1
32,181,85,0,0,0,0,0,"Table Tennis","Men's Team","#A65628",17,"Men's Team",10
21,171,60,1,0,0,0,0,"Shooting","Women's Skeet","#FF7F00",17,"Women's Skeet",8
15,153,60,1,0,0,0,0,"Swimming","Women's 50m Freestyle","#FFFF33",17,"Women's 50m Freestyle",7
28,170,63,1,0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3",16,"Women's Individual Epee",4
26,165,62,0,1,0,0,1,"Diving","Men's Synchronised 3m Springboard","#377EB8",16,"Men's Synchronised 3m Springboard",10
26,184,74,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",8
21,194,77,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",4
24,172,60,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",1
32,183,76,0,0,0,0,0,"Swimming","Men's 10km Marathon","#FFFF33",17,"Men's 10km Marathon",2
32,178,77,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",2
30,152,44,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",6
29,182,74,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",8
30,180,70,1,0,0,0,0,"Sailing","Women's Laser Radial","#984EA3",17,"Women's Laser Radial",8
39,202,105,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",2
33,167,53,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33",17,"Women's 10km Marathon",4
27,190,80,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8",15,"Men's 110m Hurdles",8
28,186,80,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8",15,"Women's Hammer Throw",7
31,189,121,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",10
21,140,62,0,0,0,0,0,"Weightlifting","Men's 62kg","#FF7F00",18,"Men's 62kg",5
21,190,72,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",8
26,188,84,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8",15,"Men's 400m",2
24,172,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C",17,"Men's -81kg",2
29,177,60,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",3
28,183,81,0,0,0,0,0,"Fencing","Men's Team Foil","#984EA3",16,"Men's Team Foil",4
29,168,55,1,0,0,0,0,"Cycling","Women's Cross-country","#E41A1C",16,"Women's Cross-country",1
21,188,89,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",6
18,163,49,1,0,0,0,0,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3",16,"Women's Individual Foil",9
33,182,61,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",1
27,191,82,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C",16,"Men's Team Pursuit",10
30,170,56,1,0,0,0,0,"Shooting","Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 50m Rifle 3 Positions",6
30,184,74,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",7
31,178,62,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8",18,"Women's Triathlon",8
23,157,48,1,0,0,0,0,"Judo","Women's -48kg","#E41A1C",17,"Women's -48kg",6
25,164,44,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",3
19,172,57,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8",15,"Women's High Jump",2
24,175,75,0,0,0,0,0,"Canoe Sprint","Men's Canoe Double (C2) 1000m","#A65628",15,"Men's Canoe Double (C2) 1000m",3
20,169,61,1,0,0,0,0,"Badminton","Women's Doubles","#4DAF4A",15,"Women's Doubles",7
45,172,60,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",1
26,167,58,1,0,0,0,0,"Athletics","Women's Heptathlon","#377EB8",15,"Women's Heptathlon",6
27,177,72,1,0,0,0,0,"Tennis","Women's Doubles, Mixed Doubles","#E41A1C",18,"Women's Doubles",4
20,178,60,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8",18,"Women's Triathlon",4
25,184,70,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",7
30,179,62,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",10
21,198,100,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C",17,"Men's -100kg",7
24,186,83,0,0,0,0,0,"Tennis","Men's Singles, Men's Doubles","#E41A1C",18,"Men's Singles",5
30,191,90,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C",18,"Men's Singles",1
23,181,85,0,0,0,0,0,"Swimming","Men's 50m Freestyle","#FFFF33",17,"Men's 50m Freestyle",1
25,167,59,0,0,0,0,0,"Sailing","Men's 470","#984EA3",17,"Men's 470",2
27,184,81,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",10
22,177,69,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",3
28,185,77,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3",16,"Men's Individual Foil",9
24,165,61,1,0,1,0,1,"Badminton","Mixed Doubles","#4DAF4A",15,"Mixed Doubles",5
23,175,72,0,0,0,0,0,"Table Tennis","Men's Team","#A65628",17,"Men's Team",3
25,172,62,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",8
27,184,100,1,0,0,0,0,"Athletics","Women's Discus Throw","#377EB8",15,"Women's Discus Throw",5
31,174,70,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",3
25,189,76,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",6
29,183,79,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",9
20,160,51,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",3
28,165,66,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",5
40,174,118,0,0,0,0,0,"Shooting","Men's Trap","#FF7F00",17,"Men's Trap",5
19,184,78,1,0,0,0,0,"Rowing","Women's Quadruple Sculls","#4DAF4A",17,"Women's Quadruple Sculls",1
21,158,60,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",6
25,158,63,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",6
32,174,70,0,0,0,0,0,"Table Tennis","Men's Singles","#A65628",17,"Men's Singles",3
37,200,95,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",3
27,170,105,0,0,0,0,0,"Weightlifting","Men's 105kg","#FF7F00",18,"Men's 105kg",2
26,187,80,1,0,0,0,0,"Athletics","Women's Heptathlon","#377EB8",15,"Women's Heptathlon",1
27,165,52,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",8
34,162,55,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
27,198,98,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",3
27,180,75,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",5
18,173,70,1,0,0,0,0,"Swimming","Women's 400m Freestyle, Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 400m Freestyle",3
20,183,70,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33",17,"Women's 4x100m Freestyle Relay",2
28,172,67,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",6
25,168,61,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",9
23,182,91,0,0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 200m","#A65628",15,"Men's Kayak Double (K2) 200m",4
24,175,70,1,0,0,0,0,"Rowing","Women's Quadruple Sculls","#4DAF4A",17,"Women's Quadruple Sculls",4
32,191,91,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",2
25,190,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",6
27,155,45,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",6
20,167,67,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",7
26,168,59,1,0,0,0,0,"Athletics","Women's 100m, Women's 4 x 100m Relay","#377EB8",15,"Women's 100m",1
26,175,76,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",4
27,177,74,0,0,0,0,0,"Wrestling","Men's 74kg Greco-Roman","#FFFF33",18,"Men's 74kg Greco-Roman",1
21,165,63,1,0,0,0,0,"Cycling","Women's Sprint","#E41A1C",16,"Women's Sprint",7
26,169,61,1,0,0,0,0,"Badminton","Women's Doubles","#4DAF4A",15,"Women's Doubles",3
24,184,84,0,0,0,0,0,"Sailing","Men's Laser","#984EA3",17,"Men's Laser",9
18,176,72,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",7
30,185,85,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",2
21,175,71,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",6
22,172,68,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
29,169,67,1,0,0,0,0,"Table Tennis","Women's Team","#A65628",17,"Women's Team",1
23,165,60,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A",15,"Women's Singles",5
24,169,57,1,0,0,0,0,"Shooting","Women's 10m Air Rifle","#FF7F00",17,"Women's 10m Air Rifle",10
29,191,105,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",7
36,173,61,1,0,0,0,0,"Athletics","Women's Long Jump","#377EB8",15,"Women's Long Jump",8
20,188,74,0,0,0,0,0,"Athletics","Men's 400m Hurdles","#377EB8",15,"Men's 400m Hurdles",6
20,178,60,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",1
23,194,77,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",6
30,188,80,0,0,0,0,0,"Swimming","Men's 100m Freestyle, Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 100m Freestyle",5
21,195,90,0,0,1,0,1,"Swimming","Men's 50m Freestyle, Men's 100m Freestyle, Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 50m Freestyle",10
23,185,110,0,0,0,0,0,"Wrestling","Men's 120kg Freestyle","#FFFF33",18,"Men's 120kg Freestyle",1
24,169,61,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",5
30,187,76,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",1
30,175,70,0,0,0,0,0,"Athletics","Men's 10,000m","#377EB8",15,"Men's 10",2
22,170,60,1,0,0,0,0,"Fencing","Women's Individual Sabre","#984EA3",16,"Women's Individual Sabre",7
19,163,51,1,0,0,0,0,"Athletics","Women's 400m","#377EB8",15,"Women's 400m",7
24,188,84,0,0,0,0,0,"Athletics","Men's Pole Vault","#377EB8",15,"Men's Pole Vault",9
48,188,102,0,0,0,0,0,"Sailing","Men's Finn","#984EA3",17,"Men's Finn",3
19,193,89,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",2
32,170,53,1,0,0,0,0,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3",16,"Women's Individual Foil",5
27,167,58,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",4
19,188,80,0,0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 50m Freestyle",6
25,173,56,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C",16,"Women's Road Race",1
30,204,142,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",10
29,170,72,1,0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m","#A65628",15,"Women's Kayak Four (K4) 500m",4
21,166,62,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",8
22,178,94,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00",18,"Men's 94kg",5
33,182,130,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C",17,"Men's +100kg",3
25,158,56,0,0,0,0,0,"Weightlifting","Men's 56kg","#FF7F00",18,"Men's 56kg",3
24,176,60,1,0,0,0,0,"Tennis","Women's Doubles","#E41A1C",18,"Women's Doubles",8
41,169,63,1,0,0,0,0,"Shooting","Women's Trap","#FF7F00",17,"Women's Trap",6
24,176,70,0,0,0,0,0,"Athletics","Men's 800m, Men's 1500m","#377EB8",15,"Men's 800m",5
32,196,100,0,0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 200m","#A65628",15,"Men's Kayak Double (K2) 200m",5
24,193,120,0,0,0,0,0,"Wrestling","Men's 120kg Freestyle","#FFFF33",18,"Men's 120kg Freestyle",10
21,179,84,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8",15,"Men's 4 x 100m Relay",10
32,184,73,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",10
23,180,72,1,0,0,0,0,"Athletics","Women's Heptathlon","#377EB8",15,"Women's Heptathlon",3
24,180,66,0,0,0,0,0,"Wrestling","Men's 66kg Greco-Roman","#FFFF33",18,"Men's 66kg Greco-Roman",5
22,160,50,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",6
29,193,130,0,0,0,0,0,"Athletics","Men's Discus Throw","#377EB8",15,"Men's Discus Throw",8
37,169,55,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",6
22,179,72,0,0,0,0,0,"Archery","Men's Individual","#E41A1C",15,"Men's Individual",9
33,178,71,0,0,0,0,0,"Athletics","Men's 200m","#377EB8",15,"Men's 200m",2
29,170,70,0,0,0,0,0,"Swimming","Men's 10km Marathon","#FFFF33",17,"Men's 10km Marathon",7
30,175,76,0,0,0,0,0,"Canoe Slalom","Men's Canoe Single (C1), Men's Canoe Double (C2)","#FFFF33",15,"Men's Canoe Single (C1)",9
24,198,133,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C",17,"Men's +100kg",2
24,187,87,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",8
28,195,82,0,0,1,0,1,"Swimming","Men's 200m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",1
26,160,57,1,0,0,1,1,"Judo","Women's -57kg","#E41A1C",17,"Women's -57kg",10
28,169,63,1,0,0,0,0,"Judo","Women's -63kg","#E41A1C",17,"Women's -63kg",3
26,180,65,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",5
23,185,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",9
21,184,100,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",8
